City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
5,Bengkulu,ID,80.33,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
7,Hobart,AU,75.25,broken clouds,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
8,Feijo,BR,73.65,overcast clouds,-8.1642,-70.3536,Hotel e Restaurante Aҫai
12,Sagua De Tanamo,CU,73.8,broken clouds,20.5819,-75.2414,
13,New Norfolk,AU,73.92,light rain,-42.7826,147.0587,The Shingles Riverside Cottages
15,Kapaa,US,78.78,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
18,Padang,ID,84.25,overcast clouds,-0.9492,100.3543,Mercure Padang
19,Ca Mau,VN,84.9,overcast clouds,9.1769,105.15,Mường Thanh Luxury Cà Mau Hotel
23,Cabo San Lucas,MX,81.61,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
24,Gambiran,ID,84.81,overcast clouds,-6.7988,111.4951,GUBUK KU
25,Bartica,GY,79.12,overcast clouds,6.4,-58.6167,Sloth Island Nature Resort
30,Arraial Do Cabo,BR,72.75,clear sky,-22.9661,-42.0278,Pousada Porto Praia
32,Mongo,TD,79.88,broken clouds,12.1844,18.693,Résidences du Programme FIDA
34,Bambous Virieux,MU,70.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
39,Rikitea,PF,71.02,overcast clouds,-23.1203,-134.9692,People ThankYou
42,Vaini,TO,77.16,scattered clouds,-21.2,-175.2,Keleti Beach Resort
43,Iracoubo,GF,79.54,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
50,Umm Kaddadah,SD,80.49,broken clouds,13.6017,26.6876,
51,Butaritari,KI,81.23,few clouds,3.0707,172.7902,Isles Sunset Lodge
52,Matara,LK,78.13,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
58,Port-Gentil,GA,77.77,light rain,-0.7193,8.7815,Fengshui Residence
61,Marawi,PH,82.9,overcast clouds,7.9986,124.2928,Derogongan Residence
63,Kahului,US,84.31,few clouds,20.8947,-156.47,Maui Seaside Hotel
65,Ouallam,NE,83.34,scattered clouds,14.3188,2.0866,
66,Jacareacanga,BR,74.26,broken clouds,-6.2222,-57.7528,Casa do Ian😎
67,Atuona,PF,77.23,clear sky,-9.8,-139.0333,Villa Enata
70,Dorado,PR,78.93,few clouds,18.4588,-66.2677,Embassy Suites by Hilton Dorado del Mar Beach Resort
74,Carnarvon,AU,71.4,clear sky,-24.8667,113.6333,Hospitality Carnarvon
80,Sinnamary,GF,78.94,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
84,Naze,JP,79.72,few clouds,28.3667,129.4833,Shishime Hotel
87,Canutama,BR,75.99,overcast clouds,-6.5339,-64.3831,Endereço Atual- Mauricio da Silva Lima
89,Taganak,PH,84.34,overcast clouds,6.0833,118.3,Taganak
90,Belmonte,BR,73.56,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
93,Hasaki,JP,76.21,clear sky,35.7333,140.8333,Inubosaki Kanko Hotel
97,San Patricio,US,71.85,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
98,Bonfim,BR,78.28,scattered clouds,3.0833,-59.95,
99,Grand Gaube,MU,70.38,scattered clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
101,Saint-Paul,RE,75.99,few clouds,-21.0096,55.2707,Boucan Canot
105,Cayenne,GF,75.24,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
107,Mapiripan,CO,73.9,overcast clouds,2.8892,-72.1256,Monserrate
108,Qesarya,IL,71.53,scattered clouds,32.5189,34.9046,Dan Caesarea Resort - Happiness Is Around
110,Tabuk,PH,75.38,moderate rain,17.4189,121.4443,Golden Berries Hotel and Convention
111,Boca Do Acre,BR,75.24,overcast clouds,-8.7522,-67.3978,Hotel Sao Pedro
114,Calabozo,VE,79.39,broken clouds,8.9242,-67.4293,Hotel Giardini
120,Tual,ID,84.15,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
122,Broken Hill,AU,74.66,scattered clouds,-31.95,141.4333,Royal Exchange Hotel
130,Mogadishu,SO,77.27,few clouds,2.0371,45.3438,Hotel Juba
132,Dawei,MM,84.31,broken clouds,14.0833,98.2,Hotel Dawei
134,Flinders,AU,70.88,light rain,-34.5833,150.8552,Shellharbour Resort & Conference Centre
139,Kloulklubed,PW,81.61,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
141,Hilo,US,83.93,broken clouds,19.7297,-155.09,Hilo Hawaiian Hotel
147,Bang Saphan,TH,79.27,light rain,11.2126,99.5117,Ladawan Boutique Hotel
148,Davila,PH,80.58,light rain,18.4726,120.5763,Blue Ridge Beach Resort
150,Pochutla,MX,76.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
151,Eyl,SO,77.22,few clouds,7.9803,49.8164,EYL AQUE SYSTEM
152,Lashio,MM,77.23,clear sky,22.9333,97.75,Hotel CF Lashio - Burmese Only
153,Yeppoon,AU,80.38,overcast clouds,-23.1333,150.7333,Villa Mar Colina
155,Saint George,US,73.99,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
158,Avarua,CK,77.05,broken clouds,-21.2078,-159.775,Paradise Inn
162,Rayagada,IN,75.97,clear sky,19.1667,83.4167,"Hotel Swagath, Rayagada"
163,Cape Coast,GH,77.11,few clouds,5.1053,-1.2466,Samrit Hotel
166,Sakakah,SA,72.97,few clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
167,Punay,PH,84.99,overcast clouds,5.9614,121.1981,mamita monyeka Beach
169,Mwense,ZM,72.12,broken clouds,-10.3845,28.698,Mwense Council Guest House
170,Vila Velha,BR,75.15,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
172,Taoudenni,ML,79.39,clear sky,22.6783,-3.9836,
177,Pyinmana,MM,81.97,clear sky,19.7333,96.2167,Anh Mai Daung
179,Srandakan,ID,80.6,moderate rain,-7.9386,110.2506,Puri Brata
181,Victoria,HK,82.96,scattered clouds,22.2855,114.1577,Mini Central
183,Tubuala,PA,78.06,moderate rain,9.5167,-79.0333,
191,Hithadhoo,MV,81.86,overcast clouds,-0.6,73.0833,Scoop Guest House
192,Shimoda,JP,72.1,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
194,Garissa,KE,72.5,overcast clouds,-0.4536,39.6401,Sharif Plaza Hotel
199,Isla Mujeres,MX,76.37,overcast clouds,21.2311,-86.731,Hotel La Joya Isla Mujeres
206,Birao,CF,73.02,overcast clouds,10.2849,22.7882,
207,Basoko,CD,70.3,overcast clouds,1.2391,23.616,Jackyna Hotel
209,Faanui,PF,79.0,light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
210,Luanda,AO,75.2,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
223,Abu Zabad,SD,77.54,few clouds,12.35,29.25,حامد محمد نور
233,Kidal,ML,76.32,clear sky,18.4411,1.4078,
235,Hambantota,LK,77.34,overcast clouds,6.1241,81.1185,Bungalow 63
237,Ponta Do Sol,PT,73.0,light rain,32.6667,-17.1,Hotel do Campo
241,Bandarbeyla,SO,77.36,light rain,9.4942,50.8122,JABIR HOTEL
242,Sao Jose Da Coroa Grande,BR,74.25,clear sky,-8.8978,-35.1478,Crôa Mares Hotel
243,Airai,TL,77.07,broken clouds,-8.9266,125.4092,
245,Gat,IL,71.4,broken clouds,31.61,34.7642,OlusHome
246,Gizo,SB,84.13,moderate rain,-8.103,156.8419,Imagination Island
252,Labuhan,ID,84.76,light rain,-6.8844,112.2051,DoubleFAG
261,Kavieng,PG,84.06,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
265,Praia,CV,75.74,scattered clouds,14.9215,-23.5087,LT Aparthotel
266,Porto Santo,PT,70.18,few clouds,33.072,-16.3415,Hotel Porto Santo & Spa
269,Beira,MZ,71.69,few clouds,-19.8436,34.8389,Beira Terrace Hotel
270,Aden,YE,82.65,clear sky,12.7794,45.0367,Sama Emirate Hotel
273,Kyabe,TD,72.25,overcast clouds,9.4515,18.9449,
274,Caxito,AO,75.6,overcast clouds,-8.5785,13.6643,
277,Sola,VU,84.87,broken clouds,-13.8833,167.55,Leumerus Bungalows
288,Mahebourg,MU,71.26,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
289,Aracoiaba,BR,74.95,broken clouds,-4.3711,-38.8142,Bar Redondo e Pousada
291,Soller,ES,70.86,overcast clouds,39.7662,2.7152,Hotel Marina & Wellness Spa
293,Itaituba,BR,75.78,broken clouds,-4.2761,-55.9836,Hotel Campos
294,Mana,GF,78.87,broken clouds,5.6592,-53.7767,LE SAMANA
297,Tessalit,ML,75.78,few clouds,20.1986,1.0114,
301,Mackay,AU,79.68,moderate rain,-21.15,149.2,International Lodge Motel
303,Quatre Cocos,MU,71.1,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
305,Ouegoa,NC,77.52,overcast clouds,-20.35,164.4333,
307,Pontes E Lacerda,BR,73.78,overcast clouds,-15.2261,-59.3353,Hotel Bressan
313,Ulladulla,AU,70.7,light rain,-35.35,150.4667,Sandpiper Motel
314,Dhenkanal,IN,75.29,clear sky,20.6667,85.6,Sai Residency
318,Bubaque,GW,81.14,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
320,Nishihara,JP,83.48,broken clouds,26.1842,127.7558,Minshuku Agaihama
327,Ugoofaaru,MV,81.16,broken clouds,5.6667,73.0,Ungoofaaru Inn
329,Upington,ZA,73.78,clear sky,-28.4478,21.2561,River Place Manor
331,Dicabisagan,PH,81.5,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
333,Ruteng,ID,77.43,broken clouds,-8.6136,120.4721,Hotel FX 72
334,Cap Malheureux,MU,71.47,few clouds,-19.9842,57.6142,Pereybere Hotel & Spa
335,Garowe,SO,74.07,few clouds,8.4054,48.4845,Curubo Hotel
337,Lompoc,US,72.01,mist,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
338,Souillac,MU,70.18,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
348,Wanning,CN,76.75,overcast clouds,18.8003,110.3967,Paradise Hotel
349,Rockport,US,72.01,clear sky,28.0206,-97.0544,"Holiday Inn Express & Suites Rockport - Bay View, an IHG Hotel"
354,Tamandare,BR,74.08,clear sky,-8.7597,-35.1047,Pousada 100 Passos
356,Tura,IN,78.24,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
357,Alta Floresta,BR,73.11,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
364,Byron Bay,AU,73.36,moderate rain,-28.65,153.6167,Backpackers Inn
366,Toamasina,MG,70.0,overcast clouds,-18.1667,49.3833,Hotel H1
367,Sandakan,MY,83.88,scattered clouds,5.8402,118.1179,Hotel Sandakan
368,Trincomalee,LK,78.69,heavy intensity rain,8.5711,81.2335,Welcombe Hotel
369,Sibolga,ID,77.67,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
372,Ondjiva,AO,76.51,overcast clouds,-17.0667,15.7333,COMBUESA
375,Sukuta,GM,77.02,scattered clouds,13.4103,-16.7082,Hotel Janta Bi
379,Gouloure,BF,77.34,scattered clouds,12.2306,-1.9289,
381,Lethem,GY,77.2,light rain,3.3803,-59.7968,Savannah Inn
389,Ibra,OM,76.8,clear sky,22.6906,58.5334,مزرعة راحة النفوس المنزفة
390,Takoradi,GH,76.6,light rain,4.8845,-1.7554,Raybow International Hotel
391,Nelson Bay,AU,70.0,moderate rain,-32.7167,152.15,Mantra Nelson Bay
395,Meulaboh,ID,74.71,overcast clouds,4.1363,96.1285,Kost Pria
400,Road Town,VG,82.44,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
402,Nara,JP,73.49,few clouds,34.6851,135.8049,Guesthouse Nara Komachi
403,Guerrero Negro,MX,71.71,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
404,Nouadhibou,MR,72.43,clear sky,20.931,-17.0347,El Medina
405,Kolokani,ML,77.94,broken clouds,13.5728,-8.0339,Lycee Famolo Coulibalibali De Kolokani
406,Linguere,SN,81.16,clear sky,15.3953,-15.1193,AYO Casablanca
409,Tabou,CI,75.0,broken clouds,4.423,-7.3528,hotêl doufoulougou
411,Batie,BF,73.33,few clouds,9.8833,-2.9167,Auberge SONDAR AFACI
413,Mpanda,TZ,71.87,overcast clouds,-6.3655,31.0409,CH Hotel - Mpanda
414,Isangel,VU,82.51,broken clouds,-19.55,169.2667,Tanna Lodge
418,Bahia Honda,CU,70.12,few clouds,22.9036,-83.1592,Casa Gualberto - Deysi
420,Arlit,NE,74.84,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
421,Yenangyaung,MM,84.29,clear sky,20.4667,94.8833,Hotel Country
422,Nanakuli,US,80.87,light rain,21.3906,-158.1547,Camp Pālehua
425,Laguna,US,76.17,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
427,Buchanan,LR,74.97,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
428,Manavalakurichi,IN,77.23,overcast clouds,8.1333,77.3,Jebinrio home
431,Nautla,MX,70.21,overcast clouds,20.2167,-96.7833,Casa Blanca
432,Pabna,BD,79.93,clear sky,24.0,89.25,Hotel Dream Palace International
438,Sulangan,PH,83.21,overcast clouds,11.1373,123.7228,Maia's Beach Resort
439,Tautira,PF,77.23,light rain,-17.7333,-149.15,Pension Oaoa
442,Cabedelo,BR,74.07,clear sky,-6.9811,-34.8339,Pousada Camboinha
443,Contamana,PE,73.08,broken clouds,-7.3333,-75.0167,Shiringal Touristic Park
445,San Ramon,US,72.28,clear sky,37.7799,-121.978,San Ramon Marriott
446,Caravelas,BR,72.21,few clouds,-17.7125,-39.2481,Pousada dos Navegantes
447,Biu,NG,71.28,overcast clouds,10.6129,12.1946,Emir's Palace
449,Maceio,BR,71.04,clear sky,-9.6658,-35.7353,Hotel Ponta Verde Maceió
454,Beloha,MG,71.49,clear sky,-25.1667,45.05,
456,Tarana,IN,72.1,clear sky,23.3333,76.0333,दिल्ली दरबार होटल
457,Auki,SB,84.16,overcast clouds,-8.7676,160.7034,Auki Motel
458,Todos Santos,MX,80.31,clear sky,23.45,-110.2167,Hotel California Todos Santos
461,Zhangzhou,CN,78.73,broken clouds,24.5133,117.6556,Crowne Plaza Zhangzhou
464,Morant Bay,JM,82.02,few clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
467,Banda Aceh,ID,79.86,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
469,Cam Ranh,VN,84.16,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
473,Sakaraha,MG,71.08,clear sky,-22.9,44.5333,Le Relais
475,Tarakan,ID,81.9,broken clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
478,Harper,LR,75.52,broken clouds,4.375,-7.7169,Screensaver
484,Inhambane,MZ,70.74,clear sky,-23.865,35.3833,Oceano
485,Kilindoni,TZ,75.4,overcast clouds,-7.9139,39.6668,Bustani B&B
487,Eydhafushi,MV,81.79,broken clouds,5.1033,73.0708,Soneva Fushi
494,Dalby,AU,80.98,light rain,-27.1833,151.2667,Kobbers Motor Inn Dalby
499,Kudahuvadhoo,MV,81.75,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
503,Lahaina,US,84.27,clear sky,20.8783,-156.6825,Lahaina Shores Beach Resort
505,Amapa,BR,70.77,few clouds,1.0,-52.0,
506,Bonthe,SL,76.14,moderate rain,7.5264,-12.505,Bonthe Holiday Village
513,Omboue,GA,75.09,overcast clouds,-1.5746,9.2618,Hotel Olako
514,Mitsamiouli,KM,75.27,overcast clouds,-11.3847,43.2844,Foyer ADM
521,Hobyo,SO,78.35,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
524,Monrovia,LR,75.81,scattered clouds,6.3005,-10.7969,Sunset Inn
525,Ambulu,ID,84.9,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
526,Yenagoa,NG,74.46,light rain,4.9247,6.2642,Aridolf Resort Wellness and Spa
528,Tirumullaivasal,IN,82.69,overcast clouds,11.2333,79.8333,Crematorium
531,Forbes,AU,70.92,light rain,-33.3833,148.0167,Lake Forbes Motel
533,Ixtapa,MX,76.5,overcast clouds,20.7,-105.2,hotel la terminal
536,Sungaipenuh,ID,76.44,overcast clouds,-2.0833,101.3833,Penginapan Citra Alam
541,Gwadar,PK,82.87,clear sky,25.1216,62.3254,Sadaf Resort
542,Oriximina,BR,78.62,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
550,Bambanglipuro,ID,80.83,light rain,-7.95,110.2833,Puri Brata
555,Qui Nhon,VN,80.08,overcast clouds,13.7667,109.2333,Seagull Hotel
562,Sao Miguel Do Araguaia,BR,81.23,overcast clouds,-13.275,-50.1628,Hotel Executivo Palace
570,Dwarka,IN,82.53,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
574,Gold Coast,AU,73.99,light intensity shower rain,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
576,Hirara,JP,79.18,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
577,Colac,AU,70.09,heavy intensity rain,-38.3333,143.5833,Otway Gate Motel
580,Maputo,MZ,74.88,broken clouds,-25.9653,32.5892,Pestana Rovuma
581,Port Blair,IN,84.13,broken clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
582,Porto Walter,BR,72.79,overcast clouds,-8.2686,-72.7439,Hotel Silva
591,Sao Joao Da Barra,BR,73.76,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
593,Kieta,PG,83.79,moderate rain,-6.2167,155.6333,Uruna Bay Retreat
596,Noumea,NC,84.18,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
597,Farafangana,MG,71.19,scattered clouds,-22.8167,47.8333,Miarina
599,Berbera,SO,81.54,few clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
600,Izumo,JP,71.17,scattered clouds,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
601,Nioro,GM,74.41,light rain,13.35,-15.75,
604,Peringat,MY,81.39,overcast clouds,6.0333,102.2833,Daseda Guest House
608,Selma,US,79.99,clear sky,36.5708,-119.6121,"Holiday Inn Selma-Swancourt, an IHG Hotel"
613,Coahuayana,MX,76.01,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
615,Mildura,AU,75.07,light rain,-34.2,142.15,Mercure Hotel Mildura
618,Agua Dulce,MX,74.17,overcast clouds,18.1333,-94.1333,Hotel Victoria
619,Nortelandia,BR,76.91,overcast clouds,-14.4547,-56.8028,Pousada e Restaurante Santana
620,Susangerd,IR,74.12,scattered clouds,31.5608,48.1831,دفتر خدمات هوایی وجهانگردی نسیم گستر دشت آزادگان
623,Kawalu,ID,78.84,moderate rain,-7.3817,108.2082,West Jontor
624,Shush,IR,74.91,broken clouds,32.1942,48.2436,Mosque Zaman (AS) Cultural promised -Kanvn
627,Santa Marta,CO,82.89,clear sky,11.2408,-74.199,Hotel La Ballena Azul
628,Panguna,PG,77.23,moderate rain,-6.3164,155.4848,
631,Jutai,BR,74.19,overcast clouds,-5.1833,-68.9,
632,Wajir,KE,73.4,overcast clouds,1.7471,40.0573,Mahatallah Hotel
634,Bathsheba,BB,80.19,few clouds,13.2167,-59.5167,Atlantis Hotel
636,Tongren,CN,77.18,broken clouds,27.7172,109.1853,Fanjing Mountain International Conference Center
637,Sao Filipe,CV,77.52,clear sky,14.8961,-24.4956,Hotel Xaguate
638,Pahrump,US,74.25,clear sky,36.2083,-115.9839,Best Western Pahrump Oasis
641,Cavalcante,BR,78.08,overcast clouds,-13.7975,-47.4583,Pousada Vila dos Ipês
642,Shiyan,CN,75.42,clear sky,32.6475,110.7781,Fenghuang Garden Holiday Hotel
654,San Miguel,SV,74.12,light rain,13.4833,-88.1833,Excalibur
657,Merauke,ID,84.83,scattered clouds,-8.4667,140.3333,
660,Abonnema,NG,74.98,overcast clouds,4.7084,6.7931,Corper's Lodge Obonoma
661,Mareeba,AU,80.47,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
662,Kingston,JM,73.2,few clouds,17.997,-76.7936,The Jamaica Pegasus Hotel
664,Nieuw Amsterdam,SR,79.02,broken clouds,5.8833,-55.0833,Hotel Stardust
667,Muroto,JP,70.18,broken clouds,33.2833,134.15,Oota Ryokan
670,Inirida,CO,73.58,moderate rain,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
671,Kirakira,SB,84.24,overcast clouds,-10.4544,161.9205,SanBiz Lodge
673,Panzhihua,CN,73.22,clear sky,26.5851,101.7128,Electric Power Hotel
677,Sarh,TD,71.62,overcast clouds,9.1429,18.3923,Caisse Nationale des Prévoyance Sociale
678,Zaria,NG,71.33,overcast clouds,11.1113,7.7227,A.B.U Hotels
680,Bandar-E Lengeh,IR,83.73,clear sky,26.5579,54.8807,کافی نت پارس
682,Mahajanga,MG,70.61,clear sky,-15.7167,46.3167,Hôtel Restaurant Gourmand Coco Lodge Majunga
683,Araouane,ML,84.36,overcast clouds,18.9048,-3.5265,
684,Guaruja,BR,72.05,broken clouds,-23.9931,-46.2564,Charme Hotel Guarujá
