City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Bilibino,RU,68.0546,166.4372,9.86,97,90,1.7,overcast clouds
460,Penzance,GB,50.1186,-5.5371,59.68,87,93,33.31,overcast clouds
461,Zhangzhou,CN,24.5133,117.6556,78.73,36,71,2.62,broken clouds
462,Keetmanshoop,NA,-26.5833,18.1333,80.94,32,93,8.55,overcast clouds
463,Novobirilyussy,RU,56.9514,90.6661,38.59,97,100,9.04,light rain
464,Morant Bay,JM,17.8815,-76.4093,82.02,84,23,5.23,few clouds
465,Rio Cuarto,AR,-33.1307,-64.3499,58.77,63,0,5.75,clear sky
466,Sept-Iles,CA,50.2001,-66.3821,45.12,84,75,6.91,broken clouds
467,Banda Aceh,ID,5.5577,95.3222,79.86,81,100,15.73,overcast clouds
468,Lyubashivka,UA,47.8372,30.2598,42.26,73,100,7.9,overcast clouds
469,Cam Ranh,VN,11.9214,109.1591,84.16,65,20,12.66,few clouds
470,Vanavara,RU,60.34,102.2797,31.89,84,90,5.35,overcast clouds
471,La Union,PE,-5.4,-80.75,61.03,83,89,13.51,overcast clouds
472,Raudeberg,NO,61.9875,5.1352,34.47,54,37,8.75,scattered clouds
473,Sakaraha,MG,-22.9,44.5333,71.08,66,0,4.68,clear sky
474,Suez,EG,29.9737,32.5263,67.84,86,0,10.54,clear sky
475,Tarakan,ID,3.3,117.6333,81.9,83,75,5.75,broken clouds
476,Maltahohe,NA,-24.8333,16.9833,75.76,34,91,5.08,overcast clouds
477,Coos Bay,US,43.3665,-124.2179,59.99,96,100,8.05,mist
478,Harper,LR,4.375,-7.7169,75.52,88,66,3.0,broken clouds
479,Hvide Sande,DK,56.0045,8.1294,50.09,95,100,14.34,overcast clouds
480,Sidi Ali,DZ,36.0998,0.4206,69.82,65,86,1.66,overcast clouds
481,Lichinga,MZ,-13.3128,35.2406,59.09,77,0,10.36,clear sky
482,Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,81,0,6.91,clear sky
483,Tilichiki,RU,60.4667,166.1,24.31,74,36,4.09,scattered clouds
484,Inhambane,MZ,-23.865,35.3833,70.74,85,5,4.54,clear sky
485,Kilindoni,TZ,-7.9139,39.6668,75.4,74,100,9.6,overcast clouds
486,Formosa,AR,-26.1775,-58.1781,67.98,94,20,0.0,few clouds
487,Eydhafushi,MV,5.1033,73.0708,81.79,76,52,13.8,broken clouds
488,Thanh Hoa,VN,19.8,105.7667,67.66,90,100,8.79,overcast clouds
489,Mehamn,NO,71.0357,27.8492,37.31,69,20,13.8,few clouds
490,Segezha,RU,63.7415,34.3222,31.91,74,100,8.75,overcast clouds
491,Kununurra,AU,-15.7667,128.7333,103.03,16,30,9.13,scattered clouds
492,Monduli,TZ,-3.3,36.45,55.72,93,100,5.3,overcast clouds
493,Ferme-Neuve,CA,46.7001,-75.4493,37.18,92,100,9.57,overcast clouds
494,Dalby,AU,-27.1833,151.2667,80.98,56,58,3.0,light rain
495,Shache,CN,38.4167,77.2406,56.95,20,40,4.85,scattered clouds
496,Anadyr,RU,64.75,177.4833,36.1,93,40,4.47,scattered clouds
497,Chapeco,BR,-27.0964,-52.6183,60.55,94,20,5.75,few clouds
498,Ouesso,CG,1.6136,16.0517,67.91,98,100,2.21,overcast clouds
499,Kudahuvadhoo,MV,2.6708,72.8944,81.75,70,90,13.33,overcast clouds
500,Rio Grande,BR,-32.035,-52.0986,62.08,94,100,10.38,overcast clouds
501,Invermere,CA,50.5167,-116.0354,50.54,68,74,3.74,broken clouds
502,Sangar,RU,63.9242,127.4739,19.09,83,87,4.0,overcast clouds
503,Lahaina,US,20.8783,-156.6825,84.27,79,0,8.93,clear sky
504,Norfolk,US,42.1668,-71.2495,49.87,81,1,1.01,clear sky
505,Amapa,BR,1.0,-52.0,70.77,96,24,2.73,few clouds
506,Bonthe,SL,7.5264,-12.505,76.14,87,64,3.87,moderate rain
507,Danane,CI,7.2596,-8.155,64.99,96,95,1.41,overcast clouds
508,Mercedes,AR,-34.6515,-59.4307,62.78,78,100,4.32,overcast clouds
509,Kingseat,GB,56.0974,-3.4084,50.27,97,100,4.0,drizzle
510,Komsomolskiy,UZ,40.4272,71.7189,45.32,81,18,4.61,few clouds
511,Udachnyy,RU,66.4167,112.4,30.45,74,34,9.69,scattered clouds
512,Linxia,CN,35.6003,103.2064,55.89,47,44,3.18,scattered clouds
513,Omboue,GA,-1.5746,9.2618,75.09,90,86,5.93,overcast clouds
514,Mitsamiouli,KM,-11.3847,43.2844,75.27,78,100,13.13,overcast clouds
515,Hendrina,ZA,-26.1588,29.7153,58.62,86,99,3.53,light rain
516,Sulphur,US,30.2366,-93.3774,61.0,88,0,4.61,clear sky
517,Nabire,ID,-3.3667,135.4833,86.9,64,93,5.64,overcast clouds
518,Lianzhou,CN,24.7811,112.3825,86.79,22,17,4.25,few clouds
519,Matiri,TZ,-10.75,34.9,57.9,67,94,6.08,overcast clouds
520,Mamlyutka,KZ,54.9375,68.5394,37.42,88,100,7.49,overcast clouds
521,Hobyo,SO,5.3505,48.5268,78.35,84,27,13.29,scattered clouds
522,Atambua,ID,-9.1061,124.8925,86.7,58,25,3.83,scattered clouds
523,Bogorodskoye,RU,56.55,37.8833,36.34,86,100,6.2,overcast clouds
524,Monrovia,LR,6.3005,-10.7969,75.81,86,39,2.77,scattered clouds
525,Ambulu,ID,-8.345,113.6058,84.9,71,100,2.37,overcast clouds
526,Yenagoa,NG,4.9247,6.2642,74.46,95,100,4.92,light rain
527,Bereda,ES,43.2686,-7.5406,55.42,99,90,12.28,overcast clouds
528,Tirumullaivasal,IN,11.2333,79.8333,82.69,75,95,9.73,overcast clouds
529,Rio Gallegos,AR,-51.6226,-69.2181,39.0,60,8,19.17,clear sky
530,Tommot,RU,58.9564,126.2925,30.65,90,100,10.09,light snow
531,Forbes,AU,-33.3833,148.0167,70.92,75,85,13.96,light rain
532,Daru,PG,-9.0763,143.2092,85.62,69,29,7.16,light rain
533,Ixtapa,MX,20.7,-105.2,76.5,95,88,2.04,overcast clouds
534,Helong,CN,42.5397,128.9972,64.69,28,22,12.35,few clouds
535,Houma,US,29.5958,-90.7195,54.0,78,0,0.0,clear sky
536,Sungaipenuh,ID,-2.0833,101.3833,76.44,68,100,3.67,overcast clouds
537,Utica,US,43.1009,-75.2327,42.91,63,96,7.36,overcast clouds
538,Corinto,GR,37.9407,22.9573,65.89,66,0,3.42,clear sky
539,Rundu,NA,-17.9333,19.7667,68.31,51,26,4.07,scattered clouds
540,Tyup,KG,42.7276,78.3648,42.98,57,3,0.67,clear sky
541,Gwadar,PK,25.1216,62.3254,82.87,41,2,5.48,clear sky
542,Oriximina,BR,-1.7656,-55.8661,78.62,80,100,1.39,overcast clouds
543,Meybod,IR,32.2501,54.0166,66.78,25,43,3.98,scattered clouds
544,Bakchar,RU,57.0186,82.0711,36.97,89,88,5.77,overcast clouds
545,Vostok,RU,46.4856,135.8833,49.21,52,100,3.09,overcast clouds
546,Abalak,RU,58.1286,68.5944,33.22,78,16,9.95,few clouds
547,Ulaangom,MN,49.9811,92.0667,38.98,46,93,0.51,overcast clouds
548,Teruel,ES,40.6667,-0.6667,54.09,70,100,20.96,overcast clouds
549,Aberystwyth,GB,52.4155,-4.0829,52.72,86,100,18.16,light rain
550,Bambanglipuro,ID,-7.95,110.2833,80.83,81,99,4.23,light rain
551,Thunder Bay,CA,48.4001,-89.3168,41.52,70,100,4.59,overcast clouds
552,Ust-Tsilma,RU,65.441,52.1498,30.18,95,100,9.06,snow
553,Saint-Pierre,RE,-21.3393,55.4781,69.91,64,40,5.75,scattered clouds
554,Kangaatsiaq,GL,68.3065,-53.4641,26.04,55,100,10.87,overcast clouds
555,Qui Nhon,VN,13.7667,109.2333,80.08,78,90,9.73,overcast clouds
556,Henties Bay,NA,-22.116,14.2845,57.18,93,98,7.0,overcast clouds
557,Kamina,CD,-8.7386,24.9906,61.75,95,52,4.47,broken clouds
558,Najran,SA,17.4924,44.1277,59.65,25,0,2.15,clear sky
559,Farmington,US,36.7281,-108.2187,54.77,35,0,4.61,clear sky
560,Ozinki,RU,51.1786,49.6769,44.74,84,94,11.63,overcast clouds
561,Ust-Kishert,RU,57.3654,57.2495,31.57,92,52,9.44,broken clouds
562,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,81.23,33,90,4.54,overcast clouds
563,Honningsvag,NO,70.9821,25.9704,33.55,80,20,5.75,light snow
564,Cedar Rapids,US,42.0083,-91.6441,52.25,57,91,1.01,overcast clouds
565,Yabrud,SY,33.9674,36.6574,52.23,58,100,1.39,overcast clouds
566,Asfi,MA,32.2994,-9.2372,68.81,72,11,5.48,few clouds
567,Valparaiso,CL,-33.0393,-71.6273,54.19,74,3,12.41,clear sky
568,Finschhafen,PG,-6.6024,147.8681,86.5,64,62,7.76,broken clouds
569,Marsa Matruh,EG,31.3525,27.2453,69.84,70,54,7.85,light rain
570,Dwarka,IN,22.2394,68.9678,82.53,56,0,10.67,clear sky
571,Senanga,ZM,-16.1167,23.2667,68.67,40,78,4.74,broken clouds
572,Hualmay,PE,-11.0964,-77.6139,60.85,83,10,8.55,clear sky
573,Sechura,PE,-5.5569,-80.8222,60.46,86,80,13.24,broken clouds
574,Gold Coast,AU,-28.0,153.4333,73.99,89,100,13.8,light intensity shower rain
575,Villafranca De Los Barros,ES,38.5614,-6.3381,61.52,87,100,9.6,overcast clouds
576,Hirara,JP,24.8,125.2833,79.18,90,93,23.55,overcast clouds
577,Colac,AU,-38.3333,143.5833,70.09,85,100,5.46,heavy intensity rain
578,Roald,NO,62.5833,6.1333,42.94,75,1,17.27,clear sky
579,Trebinje,BA,42.7119,18.3442,52.16,62,0,6.91,clear sky
580,Maputo,MZ,-25.9653,32.5892,74.88,83,75,2.3,broken clouds
581,Port Blair,IN,11.6667,92.75,84.13,70,53,14.23,broken clouds
582,Porto Walter,BR,-8.2686,-72.7439,72.79,93,100,2.86,overcast clouds
583,Viedma,AR,-40.8135,-62.9967,50.77,80,95,13.22,light rain
584,Mantua,IT,45.1667,10.7833,61.05,87,100,4.97,overcast clouds
585,Atar,MR,20.5169,-13.0499,85.53,16,76,5.68,broken clouds
586,Kamaishi,JP,39.2667,141.8833,65.98,62,39,10.78,scattered clouds
587,San Quintin,MX,30.4833,-115.95,69.84,77,0,1.57,clear sky
588,Kang,BW,-23.6752,22.7876,68.16,35,1,7.36,clear sky
589,Aksu,CN,41.1231,80.2644,56.3,24,0,4.27,clear sky
590,Callaway,US,30.153,-85.5699,59.99,77,0,3.44,clear sky
591,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.76,85,76,27.34,broken clouds
592,Amuntai,ID,-2.4177,115.2494,85.62,77,100,1.52,overcast clouds
593,Kieta,PG,-6.2167,155.6333,83.79,76,68,2.82,moderate rain
594,Krasnoarmeysk,RU,51.0239,45.6969,42.17,91,100,16.96,overcast clouds
595,Fukue,JP,32.6881,128.8419,69.82,62,54,7.18,broken clouds
596,Noumea,NC,-22.2763,166.4572,84.18,99,99,18.3,overcast clouds
597,Farafangana,MG,-22.8167,47.8333,71.19,79,41,7.29,scattered clouds
598,Manzhouli,CN,49.6,117.4333,44.58,33,8,12.73,clear sky
599,Berbera,SO,10.4396,45.0143,81.54,71,12,4.83,few clouds
600,Izumo,JP,35.3667,132.7667,71.17,49,38,9.17,scattered clouds
601,Nioro,GM,13.35,-15.75,74.41,91,4,3.58,light rain
602,Lavrentiya,RU,65.5833,-171.0,34.16,99,100,8.43,light snow
603,Kimberley,ZA,-28.7323,24.7623,68.83,57,90,11.34,overcast clouds
604,Peringat,MY,6.0333,102.2833,81.39,85,100,3.2,overcast clouds
605,Aleksandrov Gay,RU,50.147,48.5704,47.59,79,7,2.15,clear sky
606,Batagay,RU,67.6333,134.6333,8.67,90,63,1.03,broken clouds
607,Karratha,AU,-20.7377,116.8463,88.18,40,3,11.68,clear sky
608,Selma,US,36.5708,-119.6121,79.99,53,0,0.0,clear sky
609,Oksfjord,NO,70.2396,22.3479,35.78,77,97,7.65,overcast clouds
610,Vicuna,CL,-30.0319,-70.7081,66.63,35,0,0.83,clear sky
611,Kajaani,FI,64.2273,27.7285,33.85,93,0,3.44,light snow
612,Pak Phanang,TH,8.3511,100.202,87.04,68,82,3.02,broken clouds
613,Coahuayana,MX,18.7333,-103.6833,76.01,92,100,1.95,overcast clouds
614,Hudson Bay,CA,52.85,-102.3842,49.69,64,81,10.04,broken clouds
615,Mildura,AU,-34.2,142.15,75.07,70,72,4.72,light rain
616,Pierre,US,44.3683,-100.351,64.27,34,35,7.0,scattered clouds
617,Port-Cartier,CA,50.0334,-66.8654,44.74,76,100,12.84,overcast clouds
618,Agua Dulce,MX,18.1333,-94.1333,74.17,72,100,8.21,overcast clouds
619,Nortelandia,BR,-14.4547,-56.8028,76.91,76,100,3.49,overcast clouds
620,Susangerd,IR,31.5608,48.1831,74.12,61,49,6.33,scattered clouds
621,Whitehorse,CA,60.7161,-135.0538,43.57,52,75,11.5,broken clouds
622,Ossipee,US,43.6854,-71.1167,44.13,77,27,1.99,scattered clouds
623,Kawalu,ID,-7.3817,108.2082,78.84,84,100,1.86,moderate rain
624,Shush,IR,32.1942,48.2436,74.91,42,84,5.08,broken clouds
625,Orlovka,RU,44.6914,44.1744,47.26,54,83,17.34,broken clouds
626,Whitianga,NZ,-36.8333,175.7,57.92,72,100,8.1,overcast clouds
627,Santa Marta,CO,11.2408,-74.199,82.89,79,8,3.0,clear sky
628,Panguna,PG,-6.3164,155.4848,77.23,83,78,2.21,moderate rain
629,Alvinopolis,BR,-20.1067,-43.0489,66.04,85,66,3.02,broken clouds
630,Katubao,PH,5.8892,124.8294,86.77,67,100,1.9,overcast clouds
631,Jutai,BR,-5.1833,-68.9,74.19,96,100,0.96,overcast clouds
632,Wajir,KE,1.7471,40.0573,73.4,79,100,13.44,overcast clouds
633,La Crosse,US,43.8014,-91.2396,50.13,71,0,4.61,clear sky
634,Bathsheba,BB,13.2167,-59.5167,80.19,81,17,8.55,few clouds
635,Jabinyanah,TN,35.035,10.9081,69.6,62,0,5.3,clear sky
636,Tongren,CN,27.7172,109.1853,77.18,44,70,0.65,broken clouds
637,Sao Filipe,CV,14.8961,-24.4956,77.52,81,10,5.73,clear sky
638,Pahrump,US,36.2083,-115.9839,74.25,20,0,3.36,clear sky
639,Linjiang,CN,41.8069,126.9078,59.34,54,28,9.73,scattered clouds
640,Jadu,LY,31.953,12.0261,56.01,78,0,2.71,clear sky
641,Cavalcante,BR,-13.7975,-47.4583,78.08,35,86,2.98,overcast clouds
642,Shiyan,CN,32.6475,110.7781,75.42,32,0,4.32,clear sky
643,Zheleznodorozhnyy,RU,55.7503,38.0042,36.36,79,54,4.36,broken clouds
644,Sainte-Martine,CA,45.2501,-73.7992,44.29,68,100,14.34,overcast clouds
645,Mackenzie,CA,55.2999,-123.1698,43.9,51,100,7.34,overcast clouds
646,Lixourion,GR,38.2019,20.4314,65.08,69,0,3.4,clear sky
647,Angoram,PG,-4.0625,144.0661,85.64,74,100,3.74,moderate rain
648,Krasnokamensk,RU,50.0979,118.0369,42.91,40,25,7.27,scattered clouds
649,Nizhniy Kuranakh,RU,58.8353,125.4869,29.93,93,100,8.52,light snow
650,Mount Gambier,AU,-37.8333,140.7667,68.88,83,73,3.36,light rain
651,Makueni,KE,-1.8041,37.6203,60.22,84,100,3.04,overcast clouds
652,Svarstad,NO,59.399,9.9698,40.89,58,100,1.99,overcast clouds
653,Christchurch,NZ,-43.5333,172.6333,56.41,44,40,13.8,scattered clouds
654,San Miguel,SV,13.4833,-88.1833,74.12,97,100,2.44,light rain
655,Gorin,RU,51.1983,136.6669,43.95,42,30,4.18,scattered clouds
656,Alihe,CN,50.5667,123.7167,40.5,39,100,5.61,overcast clouds
657,Merauke,ID,-8.4667,140.3333,84.83,72,50,8.66,scattered clouds
658,Kahama,TZ,-3.8333,32.6,69.84,51,100,6.42,overcast clouds
659,Stephenville,US,32.2207,-98.2023,64.53,32,0,0.0,clear sky
660,Abonnema,NG,4.7084,6.7931,74.98,92,99,4.12,overcast clouds
661,Mareeba,AU,-17.0,145.4333,80.47,41,93,3.98,overcast clouds
662,Kingston,JM,17.997,-76.7936,73.2,92,12,2.33,few clouds
663,Carbonia,IT,39.1672,8.5222,68.65,85,39,7.92,scattered clouds
664,Nieuw Amsterdam,SR,5.8833,-55.0833,79.02,89,77,7.85,broken clouds
665,Goma,CD,-1.6792,29.2228,61.84,90,95,3.11,light rain
666,Ucluelet,CA,48.9329,-125.5528,54.09,83,85,4.0,overcast clouds
667,Muroto,JP,33.2833,134.15,70.18,57,60,5.01,broken clouds
668,Fortuna,US,40.5982,-124.1573,52.93,89,100,0.0,overcast clouds
669,San Policarpo,PH,12.1791,125.5072,85.33,70,96,6.31,overcast clouds
670,Inirida,CO,3.8653,-67.9239,73.58,97,100,1.61,moderate rain
671,Kirakira,SB,-10.4544,161.9205,84.24,71,93,6.64,overcast clouds
672,Rylsk,RU,51.5655,34.6822,35.89,87,39,7.31,scattered clouds
673,Panzhihua,CN,26.5851,101.7128,73.22,59,1,1.03,clear sky
674,Hamilton,US,39.1834,-84.5333,48.78,48,0,6.91,clear sky
675,Yumen,CN,40.2833,97.2,47.35,33,2,10.85,clear sky
676,Janesville,US,42.6828,-89.0187,49.3,64,0,0.0,clear sky
677,Sarh,TD,9.1429,18.3923,71.62,90,88,4.47,overcast clouds
678,Zaria,NG,11.1113,7.7227,71.33,38,100,5.26,overcast clouds
679,Bacolod,PH,10.6667,122.95,86.29,69,77,5.03,broken clouds
680,Bandar-E Lengeh,IR,26.5579,54.8807,83.73,49,0,6.82,clear sky
681,Kirovskiy,RU,45.0917,133.5136,60.22,46,87,8.66,overcast clouds
682,Mahajanga,MG,-15.7167,46.3167,70.61,72,0,9.69,clear sky
683,Araouane,ML,18.9048,-3.5265,84.36,18,98,3.18,overcast clouds
684,Guaruja,BR,-23.9931,-46.2564,72.05,88,58,3.13,broken clouds
685,Vidim,RU,56.4088,103.1106,35.17,71,77,7.9,broken clouds
686,Ayan,RU,56.45,138.1667,32.95,45,31,21.23,scattered clouds
687,Atbasar,KZ,51.8,68.3333,47.64,47,100,13.87,overcast clouds
